ID,Person_ID,Age,Mar_Stat,INC,Female,H8,Eth,Highest Ed
319997,3,7,NA,NA,0,0,White,Less than Secondary School
319997,4,3,NA,NA,0,0,White,Less than Secondary School
320834,1,56,Divorced,5140,0,0,White,Less than Secondary School
320907,1,51,married,27800,0,0,White,Bachelors Degree
320907,2,50,married,36900,1,0,White,Some HE
320965,1,29,married,21000,1,1,Asian,Secondary School
320965,2,30,married,11000,0,1,Asian,Less than Secondary School
320990,1,35,married,50500,0,0,White,Bachelors Degree
320990,2,29,married,10000,1,0,White,Some HE
321448,1,48,married,69000,0,0,White,Some HE
321448,2,48,married,2000,1,0,White,Some HE
321448,3,14,NA,NA,0,0,White,Less than Secondary School
321715,1,36,Never married,56500,0,0,White,Bachelors Degree
321752,1,68,married,16800,0,0,White,Less than Secondary School
321752,2,58,married,1400,1,0,White,Less than Secondary School
322072,1,59,married,38000,0,0,White,Secondary School
322072,2,49,married,23000,1,0,White,Secondary School
322072,3,10,NA,NA,1,0,White,Less than Secondary School
322296,1,22,married,9500,1,0,White,Some HE
322296,2,26,married,8500,0,0,White,Secondary School
322569,1,46,Divorced,34200,0,0,White,Some HE
322569,2,47,Divorced,14200,1,0,White,Secondary School
322825,1,43,Divorced,1400,1,0,White,Less than Secondary School
322825,2,16,Never married,0,1,0,White,Less than Secondary School
322826,1,84,Widowed,8100,0,0,White,Less than Secondary School
323028,1,43,married,40000,0,0,White,Secondary School
323028,2,37,married,0,1,0,White,Secondary School
323028,3,15,Never married,0,0,0,White,Less than Secondary School
323028,4,12,NA,NA,1,0,White,Less than Secondary School
323136,1,47,married,35000,0,0,White,Less than Secondary School
323136,2,45,married,0,1,0,White,Less than Secondary School
323136,3,18,Never married,3900,1,0,White,Less than Secondary School
323214,1,84,Never married,316000,0,0,Other,Masters or higher 
323215,1,48,Divorced,6100,0,0,White,Less than Secondary School
323281,1,42,married,16000,0,0,Black,Less than Secondary School
323281,2,36,married,10100,1,0,Black,Some HE
323281,3,7,NA,NA,0,0,Black,Less than Secondary School
323334,1,41,Separated,5700,0,0,White,Less than Secondary School
323334,2,12,NA,NA,0,0,White,Less than Secondary School
323557,1,48,Never married,137000,0,0,White,Bachelors Degree
323558,1,69,married,0,0,0,White,Less than Secondary School
323558,2,78,married,9400,1,0,White,Bachelors Degree
323569,1,30,married,24300,0,0,White,Some HE
323569,2,26,married,22000,1,0,White,Some HE
323569,3,0,NA,NA,1,0,White,NA
323671,1,21,Never married,1800,1,0,White,Some HE
323671,2,22,Never married,8450,1,0,Hispanic,Some HE
323671,3,22,Never married,1100,1,0,White,Bachelors Degree
323734,1,21,Never married,700,1,0,White,Some HE
323734,2,21,Never married,0,1,0,White,Some HE
323734,3,21,Never married,4240,1,0,White,Some HE
323930,1,30,married,24000,0,0,White,Bachelors Degree
323930,2,28,married,20000,1,0,White,Some HE
323930,3,0,NA,NA,0,0,White,NA
324024,1,44,Divorced,24000,1,0,White,Secondary School
324056,1,27,Never married,16000,0,0,White,Bachelors Degree
324099,1,26,married,52000,0,0,White,Some HE
324099,2,23,married,0,1,0,White,Some HE
324099,3,3,NA,NA,0,0,White,Less than Secondary School
324099,4,2,NA,NA,0,0,White,NA
324219,1,35,Separated,90000,0,1,Asian,Masters or higher 
324339,1,67,married,40000,0,0,White,Some HE
324339,2,73,married,9800,1,0,White,Some HE
324485,1,77,Widowed,7400,1,0,White,Less than Secondary School
324485,2,40,Never married,9300,0,0,White,Secondary School
324605,1,48,Divorced,30000,1,0,White,Bachelors Degree
324753,1,71,married,11750,0,0,White,Some HE
324753,2,62,married,30650,1,0,White,Some HE
324902,1,29,Never married,20000,0,0,White,Masters or higher 
324950,1,67,married,7820,0,0,White,Less than Secondary School
324950,2,62,married,6000,1,0,White,Less than Secondary School
324950,3,33,Separated,1300,1,0,White,Secondary School
324950,4,26,Never married,11000,1,0,White,Secondary School
324950,5,14,NA,NA,0,0,White,Less than Secondary School
324950,6,9,NA,NA,0,0,White,Less than Secondary School
324963,1,58,married,31000,0,0,White,Less than Secondary School
324963,2,39,married,22000,1,0,White,Less than Secondary School
325027,1,33,married,42000,0,0,White,Bachelors Degree
325027,2,35,married,7200,1,0,White,Some HE
325086,1,62,married,21000,0,0,Black,Less than Secondary School
325086,2,58,married,4200,1,0,Black,Secondary School
325163,1,89,Widowed,18400,1,0,White,Bachelors Degree
325376,1,47,Never married,29700,0,0,White,Secondary School
325420,1,65,married,32900,0,0,White,Less than Secondary School
325420,2,60,married,12300,1,0,White,Secondary School
325465,1,72,married,19800,0,0,White,Less than Secondary School
325465,2,65,married,65600,1,0,White,Less than Secondary School
325479,1,44,Divorced,44000,0,0,White,Secondary School
325479,2,22,Never married,20000,0,0,White,Secondary School
325479,3,23,Never married,20000,1,0,White,Some HE
325494,1,81,Widowed,14810,0,0,White,Less than Secondary School
325524,1,47,Divorced,32000,0,0,White,Bachelors Degree
325524,2,9,NA,NA,0,0,White,Less than Secondary School
325524,3,8,NA,NA,1,0,White,Less than Secondary School
325626,1,29,Divorced,30000,0,0,White,Some HE
325626,2,27,Divorced,25600,1,0,White,Some HE
325626,3,17,Never married,2000,1,0,White,Less than Secondary School
325708,1,59,married,29000,0,0,White,Secondary School
325708,2,59,married,0,1,0,White,Some HE
326009,1,53,Divorced,7500,1,0,White,Less than Secondary School
326143,1,27,Separated,39000,0,0,White,Some HE
326143,2,18,Never married,500,0,0,White,Less than Secondary School
326237,1,30,Divorced,20000,1,0,Black,Some HE
326237,2,9,NA,NA,1,0,Black,Less than Secondary School
326245,1,38,married,19000,0,0,Black,Secondary School
326245,2,36,married,20000,1,0,Black,Secondary School
326245,3,13,NA,NA,1,0,Black,Less than Secondary School
326245,4,8,NA,NA,1,0,Black,Less than Secondary School
326411,1,41,married,3800,1,0,White,Some HE
326411,2,52,married,15700,0,0,White,Bachelors Degree
326411,3,12,NA,NA,0,0,White,Less than Secondary School
326411,4,5,NA,NA,1,0,White,Less than Secondary School
326582,1,35,Separated,31000,0,0,White,Some HE
326582,2,11,NA,NA,1,0,White,Less than Secondary School
326582,3,32,Divorced,3600,1,0,White,Less than Secondary School
326677,1,38,Never married,33600,0,0,White,Secondary School
326681,1,44,married,27400,1,0,White,Bachelors Degree
326681,2,43,married,116120,0,0,White,Bachelors Degree
326681,3,9,NA,NA,1,0,White,Less than Secondary School
326846,1,46,married,545000,0,0,Other,Some HE
326846,2,42,married,51000,1,0,Hispanic,Secondary School
326846,3,18,Never married,0,0,0,Hispanic,Less than Secondary School
327166,1,72,married,23000,0,0,White,Masters or higher 
327166,2,75,married,22800,1,0,White,Some HE
327358,1,28,married,13000,0,0,White,Secondary School
327358,2,28,married,15000,1,0,White,Secondary School
327358,3,6,NA,NA,1,0,White,Less than Secondary School
327358,4,4,NA,NA,1,0,White,Less than Secondary School
327361,1,28,married,60000,0,0,White,Some HE
327361,2,25,married,16000,1,0,White,Masters or higher 
327422,1,76,Widowed,9580,1,0,White,Some HE
327545,1,87,married,29800,0,0,White,Less than Secondary School
327545,2,85,married,0,1,0,White,Some HE
327567,1,38,Never married,22000,0,0,White,Some HE
327578,1,76,married,44900,0,0,White,Less than Secondary School
327578,2,74,married,6000,1,0,White,Some HE
327590,1,23,married,3000,1,1,Asian,Secondary School
327590,2,23,married,0,0,1,Asian,Less than Secondary School
327590,3,27,married,0,0,1,Asian,Less than Secondary School
327590,4,25,Never married,18000,0,1,Asian,Less than Secondary School
327590,5,28,married,0,1,1,Asian,Secondary School
327590,6,19,Never married,4000,1,1,Asian,Less than Secondary School
327860,1,48,married,33500,0,0,White,Secondary School
327860,2,40,married,23000,1,0,White,Some HE
327945,1,25,Never married,25000,1,0,White,Bachelors Degree
328430,1,31,Never married,8600,0,0,White,Secondary School
328430,2,20,Never married,7500,1,0,White,Some HE
328506,1,20,married,10900,0,0,White,Less than Secondary School
328506,2,18,married,1800,1,0,White,Less than Secondary School
328506,3,1,NA,NA,0,0,White,NA
328601,1,40,married,19500,0,0,White,Less than Secondary School
328601,2,30,married,0,1,0,White,Less than Secondary School
328601,3,8,NA,NA,1,0,White,Less than Secondary School
328601,4,4,NA,NA,0,0,White,Less than Secondary School
328943,1,54,married,37000,0,0,White,Secondary School
328943,2,53,married,3000,1,0,White,Less than Secondary School
329156,1,61,married,NA,0,0,White,Less than Secondary School
329156,2,59,married,0,1,0,White,Secondary School
329228,1,68,Divorced,8000,0,0,White,Less than Secondary School
329228,2,64,Widowed,11200,1,0,White,Less than Secondary School
329277,1,34,married,16300,0,0,White,Some HE
329277,2,30,married,16400,1,0,White,Some HE
329344,1,62,Widowed,NA,0,0,White,Secondary School
329610,1,44,Divorced,12000,0,0,White,Secondary School
330008,1,69,married,35200,0,0,White,Secondary School
330008,2,62,married,32100,1,0,White,Some HE
330106,1,69,married,17300,0,0,White,Secondary School
330106,2,57,married,3100,1,0,White,Less than Secondary School
330129,1,31,married,21000,0,0,White,Secondary School
330129,2,24,married,0,1,0,White,Secondary School
330129,3,7,NA,NA,0,0,White,Less than Secondary School
330129,4,0,NA,NA,0,0,White,NA
330299,1,63,married,113000,0,0,White,Secondary School
330299,2,60,married,6000,1,0,White,Secondary School
330299,3,21,Never married,11200,1,0,White,Some HE
330321,1,31,married,66100,0,0,White,Bachelors Degree
330321,2,32,married,800,1,0,Hispanic,Bachelors Degree
330321,3,6,NA,NA,1,0,White,Less than Secondary School
330321,4,3,NA,NA,1,0,White,Less than Secondary School
330452,1,51,Divorced,151500,0,0,White,Less than Secondary School
330867,1,50,Divorced,22000,0,0,White,Secondary School
330886,1,35,married,0,0,0,Black,Some HE
330886,2,29,married,0,1,0,Black,Bachelors Degree
330886,3,1,NA,NA,0,0,Black,NA
330888,1,32,married,13000,1,0,Black,Less than Secondary School
330888,2,39,married,30000,0,0,Black,Secondary School
330888,3,10,NA,NA,0,0,Black,Less than Secondary School
330888,4,8,NA,NA,0,0,Black,Less than Secondary School
330888,5,4,NA,NA,1,0,Black,Less than Secondary School
330933,1,36,married,29000,1,0,White,Bachelors Degree
330933,2,37,married,50000,0,0,White,Secondary School
330933,3,14,NA,NA,1,0,White,Less than Secondary School
330933,4,11,NA,NA,1,0,White,Less than Secondary School
330933,5,8,NA,NA,0,0,White,Less than Secondary School
330979,1,37,Separated,24000,1,0,Black,Secondary School
330979,2,13,NA,NA,0,0,Black,Less than Secondary School
330979,3,12,NA,NA,1,0,Black,Less than Secondary School
330979,4,11,NA,NA,1,0,Black,Less than Secondary School
331145,1,80,Widowed,13400,1,0,White,Less than Secondary School
331145,2,54,Divorced,15000,1,0,White,Secondary School
331145,3,32,Divorced,21000,1,0,White,Some HE
331145,4,13,NA,NA,0,0,White,Less than Secondary School
331145,5,5,NA,NA,0,0,White,Less than Secondary School
331304,1,34,married,12000,1,0,Black,Secondary School
331304,2,33,married,24000,0,0,Black,Secondary School
331357,1,35,married,16000,0,1,Asian,Less than Secondary School
331357,2,40,married,2400,1,1,Asian,Less than Secondary School
331357,3,6,NA,NA,1,1,Asian,Less than Secondary School
331357,4,5,NA,NA,0,1,Asian,Less than Secondary School
331357,5,3,NA,NA,0,1,Asian,Less than Secondary School
331491,1,37,Divorced,0,1,0,White,Secondary School
331491,2,7,NA,NA,1,0,White,Less than Secondary School
331491,3,6,NA,NA,1,0,White,Less than Secondary School
331521,1,28,married,0,0,0,White,Some HE
331521,2,39,married,0,1,1,Asian,Less than Secondary School
331521,3,8,NA,NA,0,1,Asian,Less than Secondary School
331891,1,73,married,22000,0,0,White,Secondary School
331891,2,79,married,20700,1,0,White,Secondary School
331935,1,46,married,47200,0,0,White,Secondary School
331935,2,46,married,0,1,0,White,Secondary School
331935,3,20,Never married,13300,0,0,White,Secondary School
331935,4,16,Never married,2500,0,0,White,Less than Secondary School
332014,1,29,married,70250,0,0,White,Bachelors Degree
332014,2,25,married,15050,1,0,White,Some HE
332032,1,34,Never married,22000,0,0,Black,Secondary School
332112,1,27,Never married,19000,1,0,Black,Some HE
332112,2,2,NA,NA,0,0,Black,NA
332204,1,39,married,4200,1,0,White,Bachelors Degree
332204,2,56,married,18500,0,0,White,Bachelors Degree
332204,3,9,NA,NA,1,0,White,Less than Secondary School
332204,4,3,NA,NA,1,0,White,Less than Secondary School
332261,1,88,Separated,11900,1,0,White,Less than Secondary School
332370,1,72,Divorced,12000,1,1,Asian,Secondary School
332387,1,66,Widowed,20800,1,0,White,Bachelors Degree
332467,1,46,married,88000,0,0,White,Masters or higher 
332467,2,53,married,0,1,0,White,Some HE
332630,1,49,Never married,7500,0,0,Black,Masters or higher 
332680,1,70,Divorced,15350,1,0,White,Less than Secondary School
332717,1,31,Never married,30000,1,0,Black,Some HE
332721,1,54,married,36000,0,0,White,Some HE
332721,2,52,married,52000,1,0,White,Secondary School
332815,1,39,married,53000,0,0,Black,Bachelors Degree
332815,2,33,married,29000,1,0,Black,Some HE
332815,3,15,Never married,0,0,0,Black,Less than Secondary School
332816,1,29,Widowed,16600,1,0,Black,Some HE
332816,2,12,NA,NA,0,0,Black,Less than Secondary School
333094,1,33,Separated,24000,0,0,Black,Some HE
333290,1,75,Never married,19500,0,0,Black,Some HE
333372,1,43,Never married,28020,0,0,Black,Secondary School
333425,1,72,married,36530,0,0,White,Some HE
333425,2,72,married,5400,1,0,White,Secondary School
333974,1,69,married,6600,0,0,White,Secondary School
333974,2,67,married,6500,1,0,White,Secondary School
334065,1,39,married,35000,0,0,White,Secondary School
334065,2,28,married,7600,1,0,White,Secondary School
334065,3,7,NA,NA,1,0,White,Less than Secondary School
334181,1,69,Widowed,4000,0,0,White,Less than Secondary School
334223,1,40,married,8000,0,0,Black,Secondary School
334223,2,40,married,9500,1,0,Black,Bachelors Degree
334223,3,13,NA,NA,1,0,Black,Less than Secondary School
334223,4,10,NA,NA,1,0,Black,Less than Secondary School
334223,5,7,NA,NA,1,0,Black,Less than Secondary School
334252,1,60,married,13000,0,0,Other,Less than Secondary School
334252,2,51,married,0,1,0,Other,Some HE
334252,3,26,Never married,8000,0,0,Other,Masters or higher 
334494,1,27,married,29900,0,0,White,Some HE
334494,2,26,married,26500,1,0,White,Bachelors Degree
334575,1,74,married,87130,0,0,White,Bachelors Degree
334575,2,72,married,25800,1,0,White,Bachelors Degree
334739,1,38,married,25000,0,0,White,Less than Secondary School
334739,2,30,married,11000,1,0,White,Less than Secondary School
334739,3,11,NA,NA,0,0,White,Less than Secondary School
334739,4,9,NA,NA,1,0,White,Less than Secondary School
334739,5,7,NA,NA,0,0,White,Less than Secondary School
334801,1,48,married,40000,0,0,White,Secondary School
334801,2,44,married,17200,1,0,White,Secondary School
334908,1,43,married,16700,0,0,White,Secondary School
334908,2,43,married,9000,1,0,White,Secondary School
334908,3,18,Never married,200,0,0,White,Secondary School
334908,4,17,Never married,2000,1,0,White,Less than Secondary School
334908,5,43,married,6000,1,0,White,Secondary School
334940,1,36,married,16500,1,0,Other,Bachelors Degree
334940,2,26,married,21000,0,0,Other,Secondary School
334940,3,16,Never married,1300,1,0,White,Less than Secondary School
334945,1,65,married,7000,1,0,White,Secondary School
334945,2,65,married,33000,0,0,White,Bachelors Degree
335223,1,39,married,35000,0,0,White,Secondary School
335223,2,39,married,17000,1,0,White,Less than Secondary School
335223,3,11,NA,NA,1,0,White,Less than Secondary School
335223,4,17,Never married,0,0,0,White,Less than Secondary School
335223,5,10,NA,NA,0,0,White,Less than Secondary School
335240,1,57,Divorced,24450,1,0,White,Some HE
335391,1,38,Widowed,65000,0,0,White,Secondary School
335391,2,15,Never married,0,0,0,White,Less than Secondary School
335391,3,13,NA,NA,1,0,White,Less than Secondary School
335589,1,63,Widowed,21100,1,0,White,Less than Secondary School
335626,1,34,married,19000,0,1,Asian,Less than Secondary School
335626,2,35,married,13200,1,0,White,Masters or higher 
335626,3,8,NA,NA,1,1,Asian,Less than Secondary School
335626,4,7,NA,NA,1,1,Asian,Less than Secondary School
335626,5,13,NA,NA,0,0,White,Less than Secondary School
335626,6,11,NA,NA,1,0,White,Less than Secondary School
335684,1,31,Divorced,30140,1,0,Black,Secondary School
335684,2,12,NA,NA,1,0,Black,Less than Secondary School
335684,3,5,NA,NA,1,0,Black,Less than Secondary School
335789,1,25,Never married,12000,1,0,White,Some HE
335816,1,61,Widowed,62030,1,0,White,Less than Secondary School
335961,1,28,married,16600,0,0,White,Some HE
335961,2,27,married,9000,1,0,White,Some HE
335961,3,8,NA,NA,0,0,White,Less than Secondary School
335961,4,7,NA,NA,0,0,White,Less than Secondary School
336065,1,70,Divorced,5300,1,0,White,Secondary School
336105,1,45,Separated,9800,1,0,White,Secondary School
336105,2,22,Separated,9000,1,0,White,Less than Secondary School
336168,1,45,married,47000,0,0,White,Bachelors Degree
336168,2,43,married,0,1,0,White,Secondary School
336168,3,17,Never married,1000,0,0,White,Less than Secondary School
336168,4,14,NA,NA,0,0,White,Less than Secondary School
336173,1,31,married,45000,0,0,White,Some HE
336173,2,34,married,22000,1,0,White,Some HE
336173,3,8,NA,NA,1,0,White,Less than Secondary School
336173,4,2,NA,NA,0,0,White,NA
336225,1,42,married,120000,0,0,White,Masters or higher 
336225,2,42,married,25000,1,0,White,Bachelors Degree
336225,3,14,NA,NA,1,0,White,Less than Secondary School
336225,4,9,NA,NA,0,0,White,Less than Secondary School
336227,1,37,married,0,0,0,White,Less than Secondary School
336227,2,33,married,7790,1,0,White,Some HE
336227,3,8,NA,NA,0,0,White,Less than Secondary School
336227,4,4,NA,NA,0,0,White,Less than Secondary School
336322,1,75,married,9600,0,0,White,Less than Secondary School
336322,2,68,married,12000,1,0,White,Less than Secondary School
336486,1,49,married,17700,0,0,White,Secondary School
336486,2,49,married,13000,1,0,White,Secondary School
336491,1,30,married,15900,0,0,White,Some HE
336645,1,28,married,11100,0,0,White,Less than Secondary School
336645,2,25,married,16000,1,0,White,Some HE
336645,3,5,NA,NA,1,0,White,Less than Secondary School
336711,1,64,married,64500,0,0,White,Bachelors Degree
336711,2,61,married,2400,1,0,White,Some HE
336947,1,57,married,45000,0,0,Black,Less than Secondary School
336947,2,56,married,0,1,0,Black,Less than Secondary School
336947,3,23,Never married,12000,1,0,Black,Some HE
337048,1,30,Never married,16000,1,0,White,Some HE
337104,1,65,Widowed,21200,0,0,White,Less than Secondary School
337216,1,53,married,70000,0,0,White,Secondary School
337216,2,52,married,0,1,0,White,Secondary School
337368,1,45,married,30000,0,0,White,Secondary School
337368,2,46,married,10000,1,0,White,Secondary School
337368,3,18,Never married,0,0,0,White,Less than Secondary School
337368,4,14,NA,NA,1,0,White,Less than Secondary School
337375,1,52,married,65000,0,0,White,Some HE
337375,2,51,married,3500,1,0,White,Less than Secondary School
337375,3,22,Never married,6000,0,0,White,Less than Secondary School
337379,1,48,married,29000,0,0,Black,Some HE
337379,2,48,married,29000,1,0,Black,Masters or higher 
337379,3,18,Never married,6000,0,0,Black,Less than Secondary School
337563,1,71,married,44100,0,0,White,Some HE
337563,2,69,married,5700,1,0,White,Secondary School
337603,1,44,Separated,8800,1,0,Black,Secondary School
337603,2,22,Never married,4200,1,0,Black,Less than Secondary School
337603,3,9,NA,NA,1,0,Black,Less than Secondary School
337603,4,6,NA,NA,0,0,Black,Less than Secondary School
337815,1,60,married,43670,0,0,White,Secondary School
337815,2,56,married,4400,1,0,White,Secondary School
337843,1,47,Divorced,15600,0,0,White,Secondary School
337843,2,46,Divorced,0,1,0,White,Secondary School
337843,3,13,NA,NA,1,0,White,Less than Secondary School
338243,1,48,married,28000,0,0,White,Bachelors Degree
338243,2,45,married,43000,1,0,White,Secondary School
338243,3,11,NA,NA,1,0,White,Less than Secondary School
338305,1,42,married,89000,0,0,Black,Secondary School
338305,2,34,married,0,1,0,Black,Secondary School
338332,1,69,married,16990,0,0,Black,Less than Secondary School
338332,2,54,married,6700,1,0,Black,Secondary School
338332,3,13,NA,NA,0,0,Black,Less than Secondary School
338332,4,12,NA,NA,1,0,Black,Less than Secondary School
338332,5,7,NA,NA,1,0,Black,Less than Secondary School
338403,1,42,married,16000,0,0,Black,Less than Secondary School
338403,2,46,married,23000,1,0,Black,Secondary School
338403,3,9,NA,NA,0,0,Black,Less than Secondary School
338566,1,64,Separated,0,1,0,Black,Less than Secondary School
338566,2,78,Widowed,0,1,0,Black,Less than Secondary School
338575,1,47,married,26200,0,0,Black,Less than Secondary School
338575,2,48,married,26500,1,0,Black,Secondary School
338575,3,22,Never married,6000,0,0,Black,Some HE
338575,4,17,Never married,0,1,0,Black,Less than Secondary School
338575,5,13,NA,NA,1,0,Black,Less than Secondary School
338600,1,41,Never married,2400,0,0,Black,Less than Secondary School
338606,1,67,Never married,7200,0,0,Black,Secondary School
339002,1,75,married,6700,1,0,White,Secondary School
339002,2,74,married,157300,0,0,White,Less than Secondary School
339219,1,31,Never married,12420,1,0,White,Bachelors Degree
339253,1,58,married,25000,0,0,White,Secondary School
339253,2,54,married,0,1,0,White,Some HE
339272,1,77,Widowed,23200,1,0,White,Secondary School
339376,1,69,Widowed,7800,1,0,Black,Less than Secondary School
339392,1,51,married,41100,0,0,White,Some HE
339392,2,51,married,0,1,0,White,Some HE
339475,1,93,Widowed,33100,1,0,White,Masters or higher 
339722,1,55,Divorced,15800,0,0,White,Some HE
339722,2,53,Divorced,6500,1,0,White,Secondary School
339775,1,72,married,13500,0,0,White,Some HE
339775,2,76,married,4100,1,0,White,Secondary School
340257,1,38,Divorced,32000,0,0,White,Secondary School
340337,1,24,Never married,15050,0,0,White,Bachelors Degree
340337,2,26,Divorced,12000,1,0,White,Some HE
340369,1,24,married,36100,1,0,White,Bachelors Degree
340369,2,23,married,32600,0,0,White,Secondary School
340377,1,73,married,28300,0,0,White,Secondary School
340377,2,62,married,8100,1,0,White,Some HE
340506,1,41,Divorced,30000,0,0,White,Secondary School
340655,1,65,married,46300,0,0,White,Some HE
340655,2,62,married,12100,1,0,White,Some HE
340663,1,80,married,104400,0,0,Other,Less than Secondary School
340663,2,72,married,3900,1,0,White,Less than Secondary School
340757,1,40,Divorced,45000,0,0,White,Some HE
340757,2,15,Never married,0,0,0,Other,Less than Secondary School
340757,3,12,NA,NA,1,0,White,Less than Secondary School
340757,4,36,Divorced,1400,1,0,White,Some HE
340788,1,67,married,2450,0,0,White,Less than Secondary School
340788,2,70,married,18000,1,0,White,Some HE
340914,1,54,married,45260,0,0,White,Some HE
340914,2,49,married,4320,1,0,White,Some HE
340914,3,19,Never married,7500,0,0,White,Secondary School
341213,1,65,married,25700,0,0,White,Secondary School
341213,2,70,married,15500,1,0,White,Some HE
341242,1,56,married,35300,0,0,White,Less than Secondary School
341242,2,53,married,21500,1,0,White,Less than Secondary School
341490,1,58,Widowed,25300,1,0,White,Secondary School
341490,2,37,Divorced,5300,0,0,White,Less than Secondary School
341598,1,35,married,62000,0,0,White,Some HE
341598,2,28,married,0,1,0,White,Secondary School
341598,3,14,NA,NA,1,0,White,Less than Secondary School
341598,4,10,NA,NA,0,0,White,Less than Secondary School
341598,5,5,NA,NA,1,0,White,Less than Secondary School
341901,1,42,married,23150,0,0,White,Some HE
341901,2,40,married,37480,1,0,White,Bachelors Degree
341901,3,10,NA,NA,0,0,White,Less than Secondary School
342032,1,43,married,24800,0,0,White,Masters or higher 
342032,2,42,married,4000,1,0,White,Masters or higher 
342236,1,70,married,33500,0,0,White,Less than Secondary School
342236,2,76,married,8000,1,0,White,Secondary School
342627,1,56,married,51000,0,0,White,Less than Secondary School
342627,2,57,married,0,1,0,White,Less than Secondary School
342747,1,34,married,37400,0,0,White,Secondary School
342747,2,31,married,35600,1,0,White,Bachelors Degree
342747,3,10,NA,NA,0,0,White,Less than Secondary School
342747,4,6,NA,NA,1,0,White,Less than Secondary School
342787,1,34,married,36000,0,0,White,Secondary School
342787,2,29,married,2000,1,0,White,Secondary School
342787,3,9,NA,NA,0,0,White,Less than Secondary School
342787,4,7,NA,NA,1,0,White,Less than Secondary School
342885,1,34,married,40000,0,0,White,Some HE
342885,2,33,married,5000,1,0,White,Some HE
342885,3,11,NA,NA,0,0,White,Less than Secondary School
342885,4,9,NA,NA,0,0,White,Less than Secondary School
342885,5,6,NA,NA,1,0,White,Less than Secondary School
342885,6,4,NA,NA,1,0,White,Less than Secondary School
343041,1,19,Never married,5000,1,0,White,Some HE
343041,2,28,Never married,18000,1,0,White,Bachelors Degree
343041,3,19,Never married,8000,1,0,White,Secondary School
343140,1,44,married,66020,0,0,White,Some HE
343140,2,36,married,36900,1,0,White,Masters or higher 
343140,3,13,NA,NA,1,0,White,Less than Secondary School
343140,4,10,NA,NA,0,0,White,Less than Secondary School
343140,5,9,NA,NA,1,0,White,Less than Secondary School
343233,1,83,Divorced,6800,1,0,White,Secondary School
343332,1,34,married,36400,0,0,White,Secondary School
343332,2,33,married,25000,1,0,White,Secondary School
343332,3,16,Never married,0,0,0,White,Less than Secondary School
343332,4,13,NA,NA,0,0,White,Less than Secondary School
343332,5,12,NA,NA,1,0,White,Less than Secondary School
343467,1,61,Divorced,29970,1,0,White,Some HE
343646,1,30,married,8800,1,0,White,Less than Secondary School
343646,2,32,married,23000,0,0,Other,Less than Secondary School
343646,3,13,NA,NA,0,0,Other,Less than Secondary School
343646,4,10,NA,NA,1,0,Other,Less than Secondary School
343646,5,9,NA,NA,0,0,Other,Less than Secondary School
343655,1,76,married,20640,0,0,White,Less than Secondary School
343655,2,63,married,0,1,0,White,Less than Secondary School
343726,1,38,married,17000,0,0,White,Some HE
343726,2,41,married,18000,1,0,White,Some HE
343726,3,18,Never married,1900,0,0,White,Less than Secondary School
343726,4,19,Never married,8000,1,0,White,Some HE
343734,1,34,Divorced,7190,1,0,White,Secondary School
343734,2,14,NA,NA,1,0,White,Less than Secondary School
343734,3,12,NA,NA,0,0,White,Less than Secondary School
343734,4,36,Never married,13900,0,0,White,Less than Secondary School
343758,1,23,Never married,7300,0,0,White,Some HE
343758,2,22,Never married,17000,0,0,White,Some HE
343893,1,40,married,65000,0,0,White,Some HE
343893,2,44,married,49500,1,0,White,Bachelors Degree
343893,3,18,Never married,3300,1,0,White,Secondary School
343893,4,15,Never married,0,1,0,White,Less than Secondary School
343893,5,12,NA,NA,0,0,White,Less than Secondary School
343893,6,10,NA,NA,1,0,White,Less than Secondary School
343893,7,9,NA,NA,1,0,White,Less than Secondary School
343893,8,4,NA,NA,1,0,White,Less than Secondary School
343972,1,26,married,4100,1,0,Other,Some HE
343972,2,28,married,17800,0,0,Hispanic,Secondary School
343972,3,4,NA,NA,0,0,Other,Less than Secondary School
343972,4,0,NA,NA,0,0,Other,NA
344207,1,82,Widowed,37400,1,0,White,Bachelors Degree
344281,1,57,Widowed,39500,1,0,White,Some HE
344356,1,60,married,108650,0,0,White,Bachelors Degree
344356,2,56,married,55000,1,0,White,Less than Secondary School
344411,1,51,married,49200,0,0,White,Bachelors Degree
344411,2,47,married,51200,1,0,White,Masters or higher 
344411,3,20,Never married,3000,1,0,White,Some HE
344411,4,14,NA,NA,0,0,White,Less than Secondary School
344492,1,73,Widowed,17400,0,0,White,Less than Secondary School
344573,1,45,married,30000,0,0,White,Some HE
344573,2,45,married,22800,1,0,White,Secondary School
344623,1,26,Divorced,4000,1,0,White,Less than Secondary School
344623,2,7,NA,NA,0,0,White,Less than Secondary School
344623,3,3,NA,NA,1,0,White,Less than Secondary School
344623,4,23,Never married,35000,0,0,White,Some HE
344884,1,27,married,55000,1,0,White,Bachelors Degree
344884,2,30,married,35000,0,0,White,Some HE
344929,1,27,Never married,50000,0,0,White,Some HE
344929,2,27,Never married,22500,1,0,White,Some HE
345319,1,67,Separated,14900,1,0,Black,Secondary School
345319,2,48,Never married,0,0,0,Black,Bachelors Degree
345345,1,29,Never married,10730,1,0,Black,Some HE
345345,2,8,NA,NA,1,0,Black,Less than Secondary School
345345,3,6,NA,NA,0,0,Black,Less than Secondary School
